CENSUS_YEAR,GEO_CODE (POR),GEO_LEVEL,GEO_NAME,GNR,DATA_QUALITY_FLAG,ALT_GEO_CODE,DIM: Household type including census family structure (11),a,Notes: Household type including census family structure (11),Dim: Household income statistics (3): Member ID: [1]: Total - Household income statistics (Note: 3),Dim: Household income statistics (3): Member ID: [2]: Median total income of households ($),Dim: Household income statistics (3): Member ID: [3]: Median after-tax income of households ($)
2016,9330059.13,2,59.13,8.7,100,933005913,Total - Household type including census family structure,1,1,2595,72082,61269
2016,9330059.13,2,59.13,8.7,100,933005913,Census family households,2,,1110,99328,83840
2016,9330059.13,2,59.13,8.7,100,933005913,One-census-family households without additional persons,3,,1055,98987,83456
2016,9330059.13,2,59.13,8.7,100,933005913,One couple census family without other persons in the household,4,,970,104021,86528
2016,9330059.13,2,59.13,8.7,100,933005913,Without children,5,,750,102016,84864
2016,9330059.13,2,59.13,8.7,100,933005913,With children,6,,225,111232,93440
2016,9330059.13,2,59.13,8.7,100,933005913,One lone-parent census family without other persons in the household,7,,80,42624,39296
2016,9330059.13,2,59.13,8.7,100,933005913,With a male lone parent,8,,15,0,0
2016,9330059.13,2,59.13,8.7,100,933005913,With a female lone parent,9,,65,38016,35840
2016,9330059.13,2,59.13,8.7,100,933005913,Other census family households,10,2,55,100864,92672
2016,9330059.13,2,59.13,8.7,100,933005913,Non-census-family households,11,,1490,59904,50761
2016,9330059.14,2,59.14,6.1,100,933005914,Total - Household type including census family structure,1,1,4865,78822,65907
2016,9330059.14,2,59.14,6.1,100,933005914,Census family households,2,,2340,104960,88121
2016,9330059.14,2,59.14,6.1,100,933005914,One-census-family households without additional persons,3,,2245,103595,87692
2016,9330059.14,2,59.14,6.1,100,933005914,One couple census family without other persons in the household,4,,1990,112427,94318
2016,9330059.14,2,59.14,6.1,100,933005914,Without children,5,,1440,112896,94123
2016,9330059.14,2,59.14,6.1,100,933005914,With children,6,,555,111019,94528
2016,9330059.14,2,59.14,6.1,100,933005914,One lone-parent census family without other persons in the household,7,,255,50304,44736
2016,9330059.14,2,59.14,6.1,100,933005914,With a male lone parent,8,,45,60032,52096
2016,9330059.14,2,59.14,6.1,100,933005914,With a female lone parent,9,,210,48256,43648
2016,9330059.14,2,59.14,6.1,100,933005914,Other census family households,10,2,100,115968,100864
2016,9330059.14,2,59.14,6.1,100,933005914,Non-census-family households,11,,2520,62880,52974
2016,9330060.01,2,60.01,5.2,100,933006001,Total - Household type including census family structure,1,1,2060,53299,46208
2016,9330060.01,2,60.01,5.2,100,933006001,Census family households,2,,705,76971,67200
2016,9330060.01,2,60.01,5.2,100,933006001,One-census-family households without additional persons,3,,685,77227,67392
2016,9330060.01,2,60.01,5.2,100,933006001,One couple census family without other persons in the household,4,,630,80192,70571
2016,9330060.01,2,60.01,5.2,100,933006001,Without children,5,,545,80640,70848
2016,9330060.01,2,60.01,5.2,100,933006001,With children,6,,85,76032,67840
2016,9330060.01,2,60.01,5.2,100,933006001,One lone-parent census family without other persons in the household,7,,60,38784,37632
2016,9330060.01,2,60.01,5.2,100,933006001,With a male lone parent,8,,10,0,0
2016,9330060.01,2,60.01,5.2,100,933006001,With a female lone parent,9,,45,35520,34240
2016,9330060.01,2,60.01,5.2,100,933006001,Other census family households,10,2,15,0,0
2016,9330060.01,2,60.01,5.2,100,933006001,Non-census-family households,11,,1355,45517,39851
2016,9330060.02,2,60.02,5.6,100,933006002,Total - Household type including census family structure,1,1,3985,49998,43552
2016,9330060.02,2,60.02,5.6,100,933006002,Census family households,2,,1250,78720,68096
2016,9330060.02,2,60.02,5.6,100,933006002,One-census-family households without additional persons,3,,1210,77760,67072
2016,9330060.02,2,60.02,5.6,100,933006002,One couple census family without other persons in the household,4,,1125,80469,68960
2016,9330060.02,2,60.02,5.6,100,933006002,Without children,5,,950,78592,68096
2016,9330060.02,2,60.02,5.6,100,933006002,With children,6,,180,86955,76544
2016,9330060.02,2,60.02,5.6,100,933006002,One lone-parent census family without other persons in the household,7,,80,50112,44608
2016,9330060.02,2,60.02,5.6,100,933006002,With a male lone parent,8,,15,0,0
2016,9330060.02,2,60.02,5.6,100,933006002,With a female lone parent,9,,65,51840,44736
2016,9330060.02,2,60.02,5.6,100,933006002,Other census family households,10,2,45,106240,92416
2016,9330060.02,2,60.02,5.6,100,933006002,Non-census-family households,11,,2730,41357,36281
2016,9330061,2,61,5.2,100,933006100,Total - Household type including census family structure,1,1,3510,51531,44370
2016,9330061,2,61,5.2,100,933006100,Census family households,2,,1125,75605,65463
2016,9330061,2,61,5.2,100,933006100,One-census-family households without additional persons,3,,1100,75349,65301
2016,9330061,2,61,5.2,100,933006100,One couple census family without other persons in the household,4,,1020,78933,68032
2016,9330061,2,61,5.2,100,933006100,Without children,5,,880,79616,68139
2016,9330061,2,61,5.2,100,933006100,With children,6,,145,75264,67584
2016,9330061,2,61,5.2,100,933006100,One lone-parent census family without other persons in the household,7,,80,36480,34432
2016,9330061,2,61,5.2,100,933006100,With a male lone parent,8,,15,0,0
2016,9330061,2,61,5.2,100,933006100,With a female lone parent,9,,65,36416,33920
2016,9330061,2,61,5.2,100,933006100,Other census family households,10,2,25,84736,71424
2016,9330061,2,61,5.2,100,933006100,Non-census-family households,11,,2380,45018,39296
2016,9330062,2,62,5.1,0,933006200,Total - Household type including census family structure,1,1,2355,58423,49568
2016,9330062,2,62,5.1,0,933006200,Census family households,2,,815,93184,79360
2016,9330062,2,62,5.1,0,933006200,One-census-family households without additional persons,3,,805,93056,79250
2016,9330062,2,62,5.1,0,933006200,One couple census family without other persons in the household,4,,745,96358,81792
2016,9330062,2,62,5.1,0,933006200,Without children,5,,640,93376,79147
2016,9330062,2,62,5.1,0,933006200,With children,6,,100,116480,99072
2016,9330062,2,62,5.1,0,933006200,One lone-parent census family without other persons in the household,7,,60,55168,51584
2016,9330062,2,62,5.1,0,933006200,With a male lone parent,8,,15,0,0
2016,9330062,2,62,5.1,0,933006200,With a female lone parent,9,,55,57152,51840
2016,9330062,2,62,5.1,0,933006200,Other census family households,10,2,10,0,0
2016,9330062,2,62,5.1,0,933006200,Non-census-family households,11,,1540,45936,39904
2016,9330063,2,63,6.6,100,933006300,Total - Household type including census family structure,1,1,2550,52425,45184
2016,9330063,2,63,6.6,100,933006300,Census family households,2,,865,79616,69803
2016,9330063,2,63,6.6,100,933006300,One-census-family households without additional persons,3,,840,78976,69419
2016,9330063,2,63,6.6,100,933006300,One couple census family without other persons in the household,4,,750,85589,74098
2016,9330063,2,63,6.6,100,933006300,Without children,5,,590,85163,73728
2016,9330063,2,63,6.6,100,933006300,With children,6,,155,87936,77056
2016,9330063,2,63,6.6,100,933006300,One lone-parent census family without other persons in the household,7,,90,37248,35840
2016,9330063,2,63,6.6,100,933006300,With a male lone parent,8,,15,0,0
2016,9330063,2,63,6.6,100,933006300,With a female lone parent,9,,75,33664,31424
2016,9330063,2,63,6.6,100,933006300,Other census family households,10,2,25,92928,81664
2016,9330063,2,63,6.6,100,933006300,Non-census-family households,11,,1685,42908,38037
2016,9330064,2,64,4.6,100,933006400,Total - Household type including census family structure,1,1,3085,48768,42860
2016,9330064,2,64,4.6,100,933006400,Census family households,2,,945,77056,67226
2016,9330064,2,64,4.6,100,933006400,One-census-family households without additional persons,3,,925,76999,66976
2016,9330064,2,64,4.6,100,933006400,One couple census family without other persons in the household,4,,835,80768,69984
2016,9330064,2,64,4.6,100,933006400,Without children,5,,690,80128,69530
2016,9330064,2,64,4.6,100,933006400,With children,6,,140,86144,74112
2016,9330064,2,64,4.6,100,933006400,One lone-parent census family without other persons in the household,7,,90,54400,48640
2016,9330064,2,64,4.6,100,933006400,With a male lone parent,8,,15,0,0
2016,9330064,2,64,4.6,100,933006400,With a female lone parent,9,,75,55360,49536
2016,9330064,2,64,4.6,100,933006400,Other census family households,10,2,25,79872,70400
2016,9330064,2,64,4.6,100,933006400,Non-census-family households,11,,2140,40448,35552
2016,9330065,2,65,6.9,100,933006500,Total - Household type including census family structure,1,1,4515,50613,44219
2016,9330065,2,65,6.9,100,933006500,Census family households,2,,1425,82359,71424
2016,9330065,2,65,6.9,100,933006500,One-census-family households without additional persons,3,,1385,82944,72021
2016,9330065,2,65,6.9,100,933006500,One couple census family without other persons in the household,4,,1295,85197,73421
2016,9330065,2,65,6.9,100,933006500,Without children,5,,1045,81632,69717
2016,9330065,2,65,6.9,100,933006500,With children,6,,250,98048,82176
2016,9330065,2,65,6.9,100,933006500,One lone-parent census family without other persons in the household,7,,85,50688,48128
2016,9330065,2,65,6.9,100,933006500,With a male lone parent,8,,15,0,0
2016,9330065,2,65,6.9,100,933006500,With a female lone parent,9,,70,51584,49280
2016,9330065,2,65,6.9,100,933006500,Other census family households,10,2,40,61312,58112
2016,9330065,2,65,6.9,100,933006500,Non-census-family households,11,,3085,40203,35725
2016,9330066,2,66,5.8,100,933006600,Total - Household type including census family structure,1,1,4600,71774,60398
2016,9330066,2,66,5.8,100,933006600,Census family households,2,,2300,93504,80307
2016,9330066,2,66,5.8,100,933006600,One-census-family households without additional persons,3,,2185,93824,80333
2016,9330066,2,66,5.8,100,933006600,One couple census family without other persons in the household,4,,1910,102528,86955
2016,9330066,2,66,5.8,100,933006600,Without children,5,,1240,109875,91648
2016,9330066,2,66,5.8,100,933006600,With children,6,,670,89344,77227
2016,9330066,2,66,5.8,100,933006600,One lone-parent census family without other persons in the household,7,,275,42368,37696
2016,9330066,2,66,5.8,100,933006600,With a male lone parent,8,,50,67328,58240
2016,9330066,2,66,5.8,100,933006600,With a female lone parent,9,,225,38016,35200
2016,9330066,2,66,5.8,100,933006600,Other census family households,10,2,115,85419,78592
2016,9330066,2,66,5.8,100,933006600,Non-census-family households,11,,2305,54835,46694
2016,9330067.01,2,67.01,5.2,100,933006701,Total - Household type including census family structure,1,1,2540,43989,38963
2016,9330067.01,2,67.01,5.2,100,933006701,Census family households,2,,740,74923,65365
2016,9330067.01,2,67.01,5.2,100,933006701,One-census-family households without additional persons,3,,715,74394,64896
2016,9330067.01,2,67.01,5.2,100,933006701,One couple census family without other persons in the household,4,,650,77909,66987
2016,9330067.01,2,67.01,5.2,100,933006701,Without children,5,,530,73370,64043
2016,9330067.01,2,67.01,5.2,100,933006701,With children,6,,120,93440,80384
2016,9330067.01,2,67.01,5.2,100,933006701,One lone-parent census family without other persons in the household,7,,65,52736,46848
2016,9330067.01,2,67.01,5.2,100,933006701,With a male lone parent,8,,10,0,0
2016,9330067.01,2,67.01,5.2,100,933006701,With a female lone parent,9,,50,52352,47872
2016,9330067.01,2,67.01,5.2,100,933006701,Other census family households,10,2,25,108288,94464
2016,9330067.01,2,67.01,5.2,100,933006701,Non-census-family households,11,,1805,32875,29525
2016,9330067.02,2,67.02,4.5,100,933006702,Total - Household type including census family structure,1,1,2585,63206,54880
2016,9330067.02,2,67.02,4.5,100,933006702,Census family households,2,,1285,97894,82125
2016,9330067.02,2,67.02,4.5,100,933006702,One-census-family households without additional persons,3,,1240,97536,82074
2016,9330067.02,2,67.02,4.5,100,933006702,One couple census family without other persons in the household,4,,1090,107264,89958
2016,9330067.02,2,67.02,4.5,100,933006702,Without children,5,,755,112256,94771
2016,9330067.02,2,67.02,4.5,100,933006702,With children,6,,335,94208,79287
2016,9330067.02,2,67.02,4.5,100,933006702,One lone-parent census family without other persons in the household,7,,150,51200,44544
2016,9330067.02,2,67.02,4.5,100,933006702,With a male lone parent,8,,25,110848,93184
2016,9330067.02,2,67.02,4.5,100,933006702,With a female lone parent,9,,125,44800,41600
2016,9330067.02,2,67.02,4.5,100,933006702,Other census family households,10,2,50,104192,91392
2016,9330067.02,2,67.02,4.5,100,933006702,Non-census-family households,11,,1295,43819,38630
2016,9330068,2,68,5.6,100,933006800,Total - Household type including census family structure,1,1,3495,50667,43819
2016,9330068,2,68,5.6,100,933006800,Census family households,2,,1100,86720,74291
2016,9330068,2,68,5.6,100,933006800,One-census-family households without additional persons,3,,1070,86400,74189
2016,9330068,2,68,5.6,100,933006800,One couple census family without other persons in the household,4,,970,91136,78080
2016,9330068,2,68,5.6,100,933006800,Without children,5,,820,89280,75520
2016,9330068,2,68,5.6,100,933006800,With children,6,,145,109184,93568
2016,9330068,2,68,5.6,100,933006800,One lone-parent census family without other persons in the household,7,,100,42880,38240
2016,9330068,2,68,5.6,100,933006800,With a male lone parent,8,,20,43392,37760
2016,9330068,2,68,5.6,100,933006800,With a female lone parent,9,,85,40320,39040
2016,9330068,2,68,5.6,100,933006800,Other census family households,10,2,30,94464,85248
2016,9330068,2,68,5.6,100,933006800,Non-census-family households,11,,2390,43264,37927
2016,9330069.01,2,69.01,19.6,1200,933006901,Total - Household type including census family structure,1,1,3885,48141,44384
2016,9330069.01,2,69.01,19.6,1200,933006901,Census family households,2,,2305,77682,68890
2016,9330069.01,2,69.01,19.6,1200,933006901,One-census-family households without additional persons,3,,2165,76698,67950
2016,9330069.01,2,69.01,19.6,1200,933006901,One couple census family without other persons in the household,4,,1790,87040,77760
2016,9330069.01,2,69.01,19.6,1200,933006901,Without children,5,,730,90112,78976
2016,9330069.01,2,69.01,19.6,1200,933006901,With children,6,,1060,85760,76698
2016,9330069.01,2,69.01,19.6,1200,933006901,One lone-parent census family without other persons in the household,7,,375,30379,27840
2016,9330069.01,2,69.01,19.6,1200,933006901,With a male lone parent,8,,50,74496,67840
2016,9330069.01,2,69.01,19.6,1200,933006901,With a female lone parent,9,,325,27344,25664
2016,9330069.01,2,69.01,19.6,1200,933006901,Other census family households,10,2,135,93440,82688
2016,9330069.01,2,69.01,19.6,1200,933006901,Non-census-family households,11,,1575,19419,19115
2016,9330069.02,2,69.02,6.3,100,933006902,Total - Household type including census family structure,1,1,2125,39104,36045
2016,9330069.02,2,69.02,6.3,100,933006902,Census family households,2,,1285,58176,52352
2016,9330069.02,2,69.02,6.3,100,933006902,One-census-family households without additional persons,3,,1225,57344,51285
2016,9330069.02,2,69.02,6.3,100,933006902,One couple census family without other persons in the household,4,,905,75008,66560
